code_commune,annee,trimestre,prix_m2_median,surface_median,nb_transactions,type_bien_mode,inflation,dist_gare_km,gares_1km,gares_2km,lat_commune,lon_commune,dist_metro_km,metros_500m,metros_1km,prix_m2_median_dvf,surface_median_dvf,nb_transactions_dvf,pieces_median,surface_terrain_median,lots_median,type_bien_mode_dvf
77070,2022.0,2.0,1482.3529411764705,102.0,1,maison,5.8999999999999995,3.682121020890085,0,0,48.80345702261458,3.1310518300803083,40.57384007918597,0,0,151200.0,0.0,5.0,0.0,260.0,0.0,Dépendance
77070,2022.0,3.0,2536.3636363636365,110.0,1,maison,6.533333333333334,3.682121020890085,0,0,48.80345702261458,3.1310518300803083,40.57384007918597,0,0,279000.0,110.0,5.0,6.0,738.0,0.0,Maison
77070,2022.0,4.0,2777.777777777778,45.0,3,maison,6.966666666666666,3.682121020890085,0,0,48.80345702261458,3.1310518300803083,40.57384007918597,0,0,125000.0,45.0,9.0,3.0,524.0,0.0,Maison
77070,2023.0,1.0,3162.3595505617977,89.0,3,maison,7.0,3.682121020890085,0,0,48.80345702261458,3.1310518300803083,40.57384007918597,0,0,17300.0,89.0,13.0,4.0,600.0,0.0,Maison
77070,2023.0,2.0,6300.0,50.0,3,appartement,6.066666666666666,3.682121020890085,0,0,48.80345702261458,3.1310518300803083,40.57384007918597,0,0,315000.0,50.0,4.0,3.0,146.0,0.0,Appartement
77070,2023.0,3.0,1932.2066822066824,124.5,4,maison,5.5,3.682121020890085,0,0,48.80345702261458,3.1310518300803083,40.57384007918597,0,0,165000.0,91.0,14.0,5.0,795.0,0.0,Maison
77070,2023.0,4.0,2187.5,160.0,3,maison,4.166666666666667,3.682121020890085,0,0,48.80345702261458,3.1310518300803083,40.57384007918597,0,0,106010.0,45.0,12.0,3.0,398.0,0.0,Maison
77070,2024.0,2.0,1850.0,80.0,2,maison,2.5,3.682121020890085,0,0,48.80345702261458,3.1310518300803083,40.57384007918597,0,0,148000.0,40.0,8.0,2.0,650.0,0.0,Dépendance
77070,2024.0,3.0,2258.3333333333335,120.0,3,maison,2.1,3.682121020890085,0,0,48.80345702261458,3.1310518300803083,40.57384007918597,0,0,271000.0,120.0,4.0,4.0,238.0,0.0,Maison
77070,2024.0,4.0,2152.6119402985073,121.0,2,maison,1.7,3.682121020890085,0,0,48.80345702261458,3.1310518300803083,40.57384007918597,0,0,20650.0,108.0,23.0,4.0,571.0,0.0,Maison
77070,2025.0,4.0,2023.7735849056603,106.0,1,maison,,3.682121020890085,0,0,48.80345702261458,3.1310518300803083,40.57384007918597,0,0,214520.0,106.0,1.0,5.0,633.0,0.0,Maison
77071,2020.0,1.0,1541.6666666666667,120.0,1,maison,1.3666666666666665,6.126155553721591,0,0,48.20783145661124,2.8082033361251657,66.53807604027405,0,0,185000.0,60.0,4.0,2.0,122.5,0.0,Dépendance
77071,2020.0,4.0,1417.6923076923076,130.0,1,maison,0.1,6.126155553721591,0,0,48.20783145661124,2.8082033361251657,66.53807604027405,0,0,184300.0,130.0,4.0,5.0,215.0,0.0,Maison
77071,2021.0,2.0,3065.387117761874,70.0,2,maison,1.7666666666666666,6.126155553721591,0,0,48.20783145661124,2.8082033361251657,66.53807604027405,0,0,319577.0,26.5,24.0,1.0,3348.0,0.0,Dépendance
77071,2021.0,3.0,1944.4444444444443,90.0,1,maison,2.1999999999999997,6.126155553721591,0,0,48.20783145661124,2.8082033361251657,66.53807604027405,0,0,175000.0,90.0,3.0,4.0,361.0,0.0,Maison
77071,2021.0,4.0,1413.690476190476,118.5,4,maison,3.3333333333333335,6.126155553721591,0,0,48.20783145661124,2.8082033361251657,66.53807604027405,0,0,86100.0,52.0,8.0,1.5,1187.0,0.0,Maison
77071,2022.0,1.0,1609.090909090909,108.0,4,maison,4.2,6.126155553721591,0,0,48.20783145661124,2.8082033361251657,66.53807604027405,0,0,111200.0,108.0,9.0,5.0,633.0,0.0,Maison
77071,2022.0,3.0,1333.3333333333333,60.0,1,maison,6.533333333333334,6.126155553721591,0,0,48.20783145661124,2.8082033361251657,66.53807604027405,0,0,29005.7,60.0,6.0,4.0,1505.5,0.0,Maison
77071,2022.0,4.0,1747.5728155339805,103.0,1,maison,6.966666666666666,6.126155553721591,0,0,48.20783145661124,2.8082033361251657,66.53807604027405,0,0,180000.0,103.0,3.0,4.0,345.0,0.0,Maison
77071,2023.0,2.0,2109.375,95.0,5,maison,6.066666666666666,6.126155553721591,0,0,48.20783145661124,2.8082033361251657,66.53807604027405,0,0,135000.0,64.0,15.0,2.0,480.0,0.0,Maison
77071,2023.0,4.0,1888.111888111888,143.0,1,maison,4.166666666666667,6.126155553721591,0,0,48.20783145661124,2.8082033361251657,66.53807604027405,0,0,270000.0,71.5,3.0,3.0,1768.0,0.0,Dépendance
77071,2024.0,2.0,2384.6153846153848,65.0,2,maison,2.5,6.126155553721591,0,0,48.20783145661124,2.8082033361251657,66.53807604027405,0,0,155000.0,65.0,2.0,3.0,1020.0,0.0,Maison
77071,2024.0,4.0,1226.0765550239234,131.0,2,maison,1.7,6.126155553721591,0,0,48.20783145661124,2.8082033361251657,66.53807604027405,0,0,162500.0,0.0,8.0,0.0,191.5,0.0,Dépendance
77072,2020.0,4.0,1629.2134831460671,89.0,2,maison,0.1,11.893842319353052,0,0,48.54655981177805,3.4633533674760972,72.70265936599363,0,0,145000.0,89.0,2.0,4.0,598.5,0.0,Maison
77072,2021.0,2.0,1849.6153846153848,165.0,2,maison,1.7666666666666666,11.893842319353052,0,0,48.54655981177805,3.4633533674760972,72.70265936599363,0,0,346000.0,0.0,10.0,0.0,1052.0,0.0,Dépendance
77072,2023.0,1.0,1359.4771241830065,153.0,1,maison,7.0,11.893842319353052,0,0,48.54655981177805,3.4633533674760972,72.70265936599363,0,0,13700.0,153.0,11.0,7.0,335.0,0.0,Maison
77072,2023.0,2.0,1251.3986013986014,87.5,2,maison,6.066666666666666,11.893842319353052,0,0,48.54655981177805,3.4633533674760972,72.70265936599363,0,0,77000.0,87.5,4.0,3.5,419.5,0.0,Maison
77072,2023.0,4.0,2250.0,108.0,1,maison,4.166666666666667,11.893842319353052,0,0,48.54655981177805,3.4633533674760972,72.70265936599363,0,0,10000.0,108.0,11.0,5.0,1081.0,0.0,Maison
77072,2025.0,2.0,1862.7450980392157,102.0,1,maison,0.7999999999999999,11.893842319353052,0,0,48.54655981177805,3.4633533674760972,72.70265936599363,0,0,190000.0,51.0,2.0,2.5,508.0,0.0,Dépendance
77073,2020.0,2.0,1048.951048951049,143.0,1,maison,0.3333333333333333,2.817316622691594,0,0,48.5252326004608,3.310169399517018,64.16438581854528,0,0,150000.0,143.0,1.0,5.0,813.0,0.0,Maison
77073,2021.0,3.0,2150.537634408602,89.0,4,maison,2.1999999999999997,2.817316622691594,0,0,48.5252326004608,3.310169399517018,64.16438581854528,0,0,240000.0,89.0,30.0,3.5,2683.5,0.0,Maison
77073,2022.0,3.0,2127.0089285714284,131.0,2,maison,6.533333333333334,2.817316622691594,0,0,48.5252326004608,3.310169399517018,64.16438581854528,0,0,172000.0,0.0,8.0,0.0,795.0,0.0,Dépendance
77073,2023.0,2.0,1534.6534653465346,202.0,1,maison,6.066666666666666,2.817316622691594,0,0,48.5252326004608,3.310169399517018,64.16438581854528,0,0,310000.0,101.0,3.0,2.5,515.0,0.0,Dépendance
77073,2023.0,4.0,1427.2727272727273,110.0,1,maison,4.166666666666667,2.817316622691594,0,0,48.5252326004608,3.310169399517018,64.16438581854528,0,0,157000.0,110.0,2.0,4.0,164.0,0.0,Maison
77073,2024.0,1.0,2500.0,132.0,2,maison,3.0,2.817316622691594,0,0,48.5252326004608,3.310169399517018,64.16438581854528,0,0,330000.0,132.0,2.0,4.0,705.0,0.0,Maison
77073,2024.0,4.0,1300.9135277186836,96.0,2,maison,1.7,2.817316622691594,0,0,48.5252326004608,3.310169399517018,64.16438581854528,0,0,57200.0,30.5,23.0,1.0,298.0,0.0,Dépendance
77075,2020.0,2.0,3196.078431372549,118.0,5,maison,0.3333333333333333,2.256926262351764,0,0,48.88883581745037,2.771793229163033,13.701597626469878,0,0,415750.0,118.0,10.0,7.0,435.5,0.0,Maison
77075,2020.0,3.0,4090.1639344262294,122.0,2,maison,0.3666666666666667,2.256926262351764,0,0,48.88883581745037,2.771793229163033,13.701597626469878,0,0,216500.0,122.0,6.0,3.0,349.5,0.0,Maison
77075,2020.0,4.0,4399.637096774193,84.0,5,maison,0.1,2.256926262351764,0,0,48.88883581745037,2.771793229163033,13.701597626469878,0,0,417000.0,84.0,12.0,4.0,305.5,0.0,Maison
77075,2021.0,1.0,6535.714285714286,72.5,4,appartement,1.0,2.256926262351764,0,0,48.88883581745037,2.771793229163033,13.701597626469878,0,0,115000.0,0.0,55.0,0.0,280.5,1.0,Dépendance
77075,2021.0,2.0,2111.1111111111113,45.0,1,maison,1.7666666666666666,2.256926262351764,0,0,48.88883581745037,2.771793229163033,13.701597626469878,0,0,122280.0,45.0,17.0,3.0,241.5,1.0,Maison
77075,2021.0,3.0,4333.333333333333,72.0,3,maison,2.1999999999999997,2.256926262351764,0,0,48.88883581745037,2.771793229163033,13.701597626469878,0,0,122280.0,72.0,28.0,4.0,292.0,0.5,Maison
77075,2021.0,4.0,3626.315789473684,60.0,3,appartement,3.3333333333333335,2.256926262351764,0,0,48.88883581745037,2.771793229163033,13.701597626469878,0,0,169000.0,17.5,10.0,1.0,281.5,1.0,Dépendance
77075,2022.0,1.0,5773.333333333333,27.0,3,local industriel. commercial ou assimilé,4.2,2.256926262351764,0,0,48.88883581745037,2.771793229163033,13.701597626469878,0,0,157080.0,23.5,5.0,0.0,,1.0,Local industriel. commercial ou assimilé
77075,2022.0,2.0,4829.727272727273,37.5,2,local industriel. commercial ou assimilé,5.8999999999999995,2.256926262351764,0,0,48.88883581745037,2.771793229163033,13.701597626469878,0,0,155390.0,0.0,8.0,0.0,236.5,0.5,Dépendance
77075,2022.0,3.0,4662.790697674419,86.0,3,appartement,6.533333333333334,2.256926262351764,0,0,48.88883581745037,2.771793229163033,13.701597626469878,0,0,303040.0,0.0,12.0,0.0,562.0,1.0,Dépendance
77075,2022.0,4.0,3343.2147562582345,79.5,4,maison,6.966666666666666,2.256926262351764,0,0,48.88883581745037,2.771793229163033,13.701597626469878,0,0,208000.0,38.5,22.0,3.0,279.0,0.0,Maison
77075,2023.0,1.0,4127.581547963713,73.0,4,maison,7.0,2.256926262351764,0,0,48.88883581745037,2.771793229163033,13.701597626469878,0,0,191000.0,73.0,12.0,3.0,263.0,0.0,Maison
77075,2023.0,2.0,3575.1617720258837,110.5,4,maison,6.066666666666666,2.256926262351764,0,0,48.88883581745037,2.771793229163033,13.701597626469878,0,0,390000.0,110.5,7.0,4.5,519.0,0.0,Maison
77075,2023.0,4.0,4289.473684210527,38.0,1,appartement,4.166666666666667,2.256926262351764,0,0,48.88883581745037,2.771793229163033,13.701597626469878,0,0,12787.2,0.0,11.0,0.0,2714.0,1.0,Dépendance
77075,2024.0,1.0,1977.9735682819385,227.0,3,maison,3.0,2.256926262351764,0,0,48.88883581745037,2.771793229163033,13.701597626469878,0,0,196000.0,22.5,6.0,1.0,807.5,1.0,Dépendance
77075,2024.0,2.0,2320.0,125.0,1,maison,2.5,2.256926262351764,0,0,48.88883581745037,2.771793229163033,13.701597626469878,0,0,290000.0,125.0,1.0,4.0,589.0,0.0,Maison
77075,2024.0,3.0,3500.0,100.0,1,maison,2.1,2.256926262351764,0,0,48.88883581745037,2.771793229163033,13.701597626469878,0,0,350000.0,100.0,3.0,5.0,60.0,0.0,Maison
77075,2024.0,4.0,3456.0,125.0,3,maison,1.7,2.256926262351764,0,0,48.88883581745037,2.771793229163033,13.701597626469878,0,0,341000.0,87.0,6.0,3.5,336.5,0.0,Maison
77076,2020.0,1.0,1943.8202247191011,89.0,2,maison,1.3666666666666665,1.0635257465050083,0,1,48.50422479216903,3.2504856104421616,61.94979439460251,0,0,173000.0,89.0,2.0,5.0,400.0,0.0,Maison
77076,2020.0,3.0,3583.3333333333335,60.0,2,maison,0.3666666666666667,1.0635257465050083,0,1,48.50422479216903,3.2504856104421616,61.94979439460251,0,0,215000.0,60.0,3.0,4.0,757.0,0.0,Maison
77076,2021.0,1.0,1750.0,100.0,1,maison,1.0,1.0635257465050083,0,1,48.50422479216903,3.2504856104421616,61.94979439460251,0,0,175000.0,100.0,2.0,5.0,467.5,0.0,Maison
77076,2021.0,4.0,1681.0344827586207,116.0,1,maison,3.3333333333333335,1.0635257465050083,0,1,48.50422479216903,3.2504856104421616,61.94979439460251,0,0,195000.0,0.0,3.0,0.0,1067.0,0.0,Dépendance
77076,2022.0,2.0,1401.360544217687,147.0,2,maison,5.8999999999999995,1.0635257465050083,0,1,48.50422479216903,3.2504856104421616,61.94979439460251,0,0,206000.0,0.0,6.0,0.0,502.5,0.0,Dépendance
77076,2022.0,3.0,2577.777777777778,90.0,2,maison,6.533333333333334,1.0635257465050083,0,1,48.50422479216903,3.2504856104421616,61.94979439460251,0,0,2220.9,90.0,20.0,4.0,585.0,0.0,Maison
77076,2023.0,1.0,1466.6666666666667,150.0,1,maison,7.0,1.0635257465050083,0,1,48.50422479216903,3.2504856104421616,61.94979439460251,0,0,220000.0,150.0,5.0,6.0,495.0,0.0,Maison
77076,2023.0,2.0,1897.9591836734696,98.0,3,maison,6.066666666666666,1.0635257465050083,0,1,48.50422479216903,3.2504856104421616,61.94979439460251,0,0,186000.0,98.0,6.0,4.0,484.5,0.0,Maison
77076,2023.0,4.0,1524.0229885057472,104.0,2,maison,4.166666666666667,1.0635257465050083,0,1,48.50422479216903,3.2504856104421616,61.94979439460251,0,0,,58.0,13.0,2.0,322.0,0.0,Maison
77076,2024.0,2.0,1590.909090909091,132.0,1,maison,2.5,1.0635257465050083,0,1,48.50422479216903,3.2504856104421616,61.94979439460251,0,0,210000.0,0.0,8.0,0.0,292.0,0.0,Dépendance
77077,2020.0,2.0,1115.702479338843,242.0,1,maison,0.3333333333333333,3.3001695964822164,0,0,48.98097309816308,2.8991502135563536,22.670378902795385,0,0,142500.0,242.0,2.0,6.0,953.0,0.0,Maison
77077,2021.0,1.0,2450.0,100.0,1,maison,1.0,3.3001695964822164,0,0,48.98097309816308,2.8991502135563536,22.670378902795385,0,0,245000.0,50.0,5.0,2.0,445.0,0.0,Dépendance
77077,2021.0,2.0,2795.6989247311826,93.0,1,maison,1.7666666666666666,3.3001695964822164,0,0,48.98097309816308,2.8991502135563536,22.670378902795385,0,0,260000.0,93.0,2.0,5.0,127.0,0.0,Maison
77077,2021.0,4.0,1000.0,60.0,1,maison,3.3333333333333335,3.3001695964822164,0,0,48.98097309816308,2.8991502135563536,22.670378902795385,0,0,60000.0,60.0,1.0,3.0,83.0,0.0,Maison
77077,2022.0,1.0,2991.8430833872007,95.0,6,maison,4.2,3.3001695964822164,0,0,48.98097309816308,2.8991502135563536,22.670378902795385,0,0,243650.0,79.0,17.0,4.0,166.0,0.0,Maison
77077,2022.0,3.0,2707.5471698113206,83.0,7,maison,6.533333333333334,3.3001695964822164,0,0,48.98097309816308,2.8991502135563536,22.670378902795385,0,0,77000.0,78.5,16.0,4.0,266.0,0.0,Maison
77077,2023.0,2.0,2500.0,64.0,1,maison,6.066666666666666,3.3001695964822164,0,0,48.98097309816308,2.8991502135563536,22.670378902795385,0,0,160000.0,64.0,1.0,4.0,225.0,0.0,Maison
77077,2024.0,1.0,3277.777777777778,90.0,1,maison,3.0,3.3001695964822164,0,0,48.98097309816308,2.8991502135563536,22.670378902795385,0,0,295000.0,90.0,3.0,3.0,180.0,0.0,Maison
77077,2024.0,2.0,1207.142857142857,56.0,1,maison,2.5,3.3001695964822164,0,0,48.98097309816308,2.8991502135563536,22.670378902795385,0,0,67600.0,28.0,8.0,1.5,128.0,0.0,Dépendance
77077,2024.0,3.0,7489.130434782609,48.0,6,appartement,2.1,3.3001695964822164,0,0,48.98097309816308,2.8991502135563536,22.670378902795385,0,0,390000.0,46.0,20.0,2.5,175.0,0.0,Appartement
77077,2025.0,3.0,4257.35294117647,68.0,1,maison,0.8500000000000001,3.3001695964822164,0,0,48.98097309816308,2.8991502135563536,22.670378902795385,0,0,289500.0,68.0,1.0,3.0,447.0,0.0,Maison
77078,2020.0,1.0,2708.9635854341736,63.5,2,maison,1.3666666666666665,2.7492525152136578,0,0,48.971950266286875,3.14416207061942,40.44417045664025,0,0,176000.0,63.5,2.0,3.0,224.0,0.0,Maison
77078,2020.0,2.0,1369.5652173913045,230.0,1,local industriel. commercial ou assimilé,0.3333333333333333,2.7492525152136578,0,0,48.971950266286875,3.14416207061942,40.44417045664025,0,0,315000.0,230.0,3.0,0.0,998.0,0.0,Local industriel. commercial ou assimilé
77078,2020.0,3.0,2775.0,80.0,2,maison,0.3666666666666667,2.7492525152136578,0,0,48.971950266286875,3.14416207061942,40.44417045664025,0,0,222000.0,80.0,3.0,5.0,414.0,0.0,Maison
77078,2020.0,4.0,3444.4444444444443,81.0,3,maison,0.1,2.7492525152136578,0,0,48.971950266286875,3.14416207061942,40.44417045664025,0,0,279000.0,81.0,3.0,6.0,575.0,0.0,Maison
77078,2021.0,1.0,2932.7967806841048,106.0,2,maison,1.0,2.7492525152136578,0,0,48.971950266286875,3.14416207061942,40.44417045664025,0,0,242000.0,35.0,9.0,2.0,514.0,0.0,Dépendance
77078,2021.0,2.0,2285.714285714286,89.0,5,maison,1.7666666666666666,2.7492525152136578,0,0,48.971950266286875,3.14416207061942,40.44417045664025,0,0,240000.0,89.0,8.0,4.0,486.5,0.0,Maison
77078,2021.0,3.0,3076.4315789473685,84.0,7,maison,2.1999999999999997,2.7492525152136578,0,0,48.971950266286875,3.14416207061942,40.44417045664025,0,0,222000.0,84.0,14.0,4.0,500.0,0.0,Maison
77078,2021.0,4.0,2706.422018348624,109.0,6,maison,3.3333333333333335,2.7492525152136578,0,0,48.971950266286875,3.14416207061942,40.44417045664025,0,0,295000.0,84.0,19.0,4.0,500.0,0.0,Maison
77078,2022.0,1.0,2630.5555555555557,52.5,2,maison,4.2,2.7492525152136578,0,0,48.971950266286875,3.14416207061942,40.44417045664025,0,0,133000.0,52.5,13.0,2.5,132.0,0.0,Maison
77078,2022.0,2.0,1405.2631578947369,100.0,4,maison,5.8999999999999995,2.7492525152136578,0,0,48.971950266286875,3.14416207061942,40.44417045664025,0,0,19653.0,60.0,16.0,2.0,1215.5,0.0,Maison
77078,2022.0,3.0,2500.0,79.5,6,maison,6.533333333333334,2.7492525152136578,0,0,48.971950266286875,3.14416207061942,40.44417045664025,0,0,1000.0,72.0,25.0,4.0,176.0,0.0,Maison
77078,2023.0,1.0,1528.301886792453,53.0,1,maison,7.0,2.7492525152136578,0,0,48.971950266286875,3.14416207061942,40.44417045664025,0,0,4000.0,26.5,17.0,1.5,384.0,0.0,Dépendance
77078,2023.0,3.0,2281.25,128.0,3,maison,5.5,2.7492525152136578,0,0,48.971950266286875,3.14416207061942,40.44417045664025,0,0,292000.0,70.0,7.0,3.0,500.0,0.0,Maison
77078,2023.0,4.0,2246.153846153846,111.0,5,maison,4.166666666666667,2.7492525152136578,0,0,48.971950266286875,3.14416207061942,40.44417045664025,0,0,10450.0,111.0,182.0,5.0,277.0,0.0,Maison
77078,2024.0,1.0,2137.8504672897197,163.0,4,maison,3.0,2.7492525152136578,0,0,48.971950266286875,3.14416207061942,40.44417045664025,0,0,280000.0,112.0,5.0,7.0,500.0,0.0,Maison
77078,2024.0,2.0,2545.8823529411766,136.0,2,maison,2.5,2.7492525152136578,0,0,48.971950266286875,3.14416207061942,40.44417045664025,0,0,1871.0,136.0,176.0,6.0,257.5,0.0,Maison
77078,2024.0,3.0,1602.112676056338,105.0,7,maison,2.1,2.7492525152136578,0,0,48.971950266286875,3.14416207061942,40.44417045664025,0,0,2000.0,79.0,42.0,4.5,336.0,0.0,Maison
77078,2024.0,4.0,2366.3366336633662,101.0,1,maison,1.7,2.7492525152136578,0,0,48.971950266286875,3.14416207061942,40.44417045664025,0,0,239000.0,50.5,4.0,2.5,495.5,0.0,Dépendance
77078,2025.0,2.0,2346.6666666666665,75.0,1,maison,0.7999999999999999,2.7492525152136578,0,0,48.971950266286875,3.14416207061942,40.44417045664025,0,0,176000.0,75.0,1.0,4.0,263.0,0.0,Maison
77078,2025.0,4.0,4135.802469135802,81.0,2,maison,,2.7492525152136578,0,0,48.971950266286875,3.14416207061942,40.44417045664025,0,0,335000.0,81.0,2.0,6.0,530.5,0.0,Maison
77079,2020.0,1.0,2421.875,65.0,9,maison,1.3666666666666665,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,125000.0,65.0,23.0,4.0,108.0,0.0,Maison
77079,2020.0,2.0,2397.9591836734694,110.0,3,maison,0.3333333333333333,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,240000.0,110.0,3.0,4.0,315.0,0.0,Maison
77079,2020.0,3.0,2313.9751552795033,75.0,4,maison,0.3666666666666667,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,176000.0,75.0,4.0,4.0,258.0,0.0,Maison
77079,2020.0,4.0,3106.060606060606,66.0,4,maison,0.1,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,154000.0,66.0,6.0,5.0,249.0,0.0,Maison
77079,2021.0,1.0,2409.210526315789,70.0,10,maison,1.0,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,147000.0,15.0,28.0,1.0,191.0,0.0,Dépendance
77079,2021.0,2.0,2787.7263581488933,63.0,26,appartement,1.7666666666666666,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,190000.0,43.0,54.0,2.0,273.5,0.0,Appartement
77079,2021.0,3.0,2474.226804123711,77.0,11,maison,2.1999999999999997,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,221500.0,77.0,20.0,3.0,262.0,0.0,Maison
77079,2021.0,4.0,2177.777777777778,83.0,15,maison,3.3333333333333335,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,137050.0,60.0,33.0,3.0,182.0,0.0,Maison
77079,2022.0,1.0,1833.3333333333333,97.0,7,maison,4.2,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,87500.0,0.0,39.0,0.0,217.0,0.0,Dépendance
77079,2022.0,2.0,2465.811965811966,87.0,6,maison,5.8999999999999995,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,245000.0,0.0,21.0,0.0,125.0,0.0,Dépendance
77079,2022.0,3.0,2599.039172209904,70.5,6,maison,6.533333333333334,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,90000.0,0.0,45.0,0.0,32.0,0.0,Dépendance
77079,2022.0,4.0,2879.352030947776,69.0,10,maison,6.966666666666666,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,176500.0,45.5,28.0,2.0,200.0,0.0,Dépendance
77079,2023.0,1.0,2471.014492753623,44.5,4,appartement,7.0,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,91000.0,0.0,13.0,0.0,517.0,0.0,Dépendance
77079,2023.0,2.0,2760.4166666666665,83.0,11,maison,6.066666666666666,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,239530.0,50.5,32.0,3.0,200.0,0.0,Maison
77079,2023.0,3.0,7250.0,40.0,11,appartement,5.5,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,372500.0,29.0,18.0,2.0,373.0,0.0,Appartement
77079,2023.0,4.0,2883.6812961443807,74.0,16,appartement,4.166666666666667,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,236000.0,58.0,33.0,2.5,581.0,0.0,Dépendance
77079,2024.0,1.0,2696.317775571003,67.0,4,maison,3.0,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,146336.0,0.0,9.0,0.0,608.0,0.0,Dépendance
77079,2024.0,2.0,1853.9325842696628,80.0,3,maison,2.5,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,62000.0,39.0,20.0,0.5,101.5,0.0,Dépendance
77079,2024.0,3.0,3087.923728813559,61.0,4,maison,2.1,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,175000.0,56.0,14.0,2.0,416.5,0.0,Maison
77079,2024.0,4.0,3040.5405405405404,74.0,3,maison,1.7,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,7408318.5,74.0,100.0,3.0,300.0,1.0,Maison
77079,2025.0,1.0,6398.809523809523,64.5,2,maison,1.2,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,250000.0,0.0,8.0,0.0,473.0,0.0,Dépendance
77079,2025.0,2.0,2592.941919191919,89.5,2,maison,0.7999999999999999,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,207740.0,89.5,8.0,5.0,225.0,0.0,Maison
77079,2025.0,3.0,2428.5714285714284,70.0,1,maison,0.8500000000000001,1.0578544309012654,0,2,48.39820409750023,2.8032832110749015,48.16095972751918,0,0,170000.0,70.0,1.0,3.0,150.0,0.0,Maison
77080,2022.0,1.0,2051.2820512820513,117.0,3,maison,4.2,12.763270101537609,0,0,48.66632941644149,3.25699034080538,53.351668980221696,0,0,200000.0,99.5,4.0,4.5,415.5,0.0,Maison
77080,2022.0,4.0,1912.9032258064517,124.0,1,maison,6.966666666666666,12.763270101537609,0,0,48.66632941644149,3.25699034080538,53.351668980221696,0,0,237200.0,124.0,1.0,5.0,500.0,0.0,Maison
77080,2023.0,4.0,2656.25,80.0,1,maison,4.166666666666667,12.763270101537609,0,0,48.66632941644149,3.25699034080538,53.351668980221696,0,0,212500.0,80.0,2.0,3.0,752.5,0.0,Maison
77080,2024.0,1.0,4014.084507042254,71.0,1,maison,3.0,12.763270101537609,0,0,48.66632941644149,3.25699034080538,53.351668980221696,0,0,285000.0,0.0,9.0,0.0,780.0,0.0,Dépendance
77080,2024.0,2.0,1784.2465753424658,258.0,3,maison,2.5,12.763270101537609,0,0,48.66632941644149,3.25699034080538,53.351668980221696,0,0,405000.0,0.0,27.0,0.0,470.0,0.0,Dépendance
77081,2021.0,1.0,2300.4608294930877,48.5,2,appartement,1.0,7.651557837203277,0,0,48.61781629712274,2.7290425184470104,25.67680888146704,0,0,122500.0,48.5,7.0,2.0,102.0,0.0,Appartement
77081,2021.0,2.0,3548.3870967741937,93.0,1,maison,1.7666666666666666,7.651557837203277,0,0,48.61781629712274,2.7290425184470104,25.67680888146704,0,0,330000.0,93.0,1.0,5.0,538.0,0.0,Maison
77081,2021.0,3.0,3237.864077669903,103.0,2,maison,2.1999999999999997,7.651557837203277,0,0,48.61781629712274,2.7290425184470104,25.67680888146704,0,0,333500.0,103.0,2.0,4.0,1133.0,0.0,Maison
77081,2021.0,4.0,3520.0,75.0,3,maison,3.3333333333333335,7.651557837203277,0,0,48.61781629712274,2.7290425184470104,25.67680888146704,0,0,110000.0,75.0,5.0,4.0,163.0,0.0,Maison
77081,2022.0,2.0,2400.0,50.0,1,appartement,5.8999999999999995,7.651557837203277,0,0,48.61781629712274,2.7290425184470104,25.67680888146704,0,0,120000.0,50.0,3.0,2.0,60.0,0.0,Appartement
77081,2022.0,3.0,4202.5641025641025,78.0,3,maison,6.533333333333334,7.651557837203277,0,0,48.61781629712274,2.7290425184470104,25.67680888146704,0,0,288900.0,78.0,4.0,4.0,547.0,0.0,Maison
