code_commune,annee,trimestre,prix_m2_median,surface_median,nb_transactions,type_bien_mode,inflation,dist_gare_km,gares_1km,gares_2km,lat_commune,lon_commune,dist_metro_km,metros_500m,metros_1km,prix_m2_median_dvf,surface_median_dvf,nb_transactions_dvf,pieces_median,surface_terrain_median,lots_median,type_bien_mode_dvf
77003,2021.0,4.0,1735.353535353535,99.5,2,maison,3.3333333333333335,9.283197607747168,0,0,48.28823518025115,2.526250689541872,50.38538887137347,0,0,205000.0,99.5,4.0,4.0,308.5,0.0,Maison
77003,2024.0,1.0,2804.878048780488,82.0,1,maison,3.0,9.283197607747168,0,0,48.28823518025115,2.526250689541872,50.38538887137347,0,0,122500.0,82.0,2.0,4.0,563.5,0.0,Maison
77003,2024.0,3.0,1880.8724832214768,149.0,1,maison,2.1,9.283197607747168,0,0,48.28823518025115,2.526250689541872,50.38538887137347,0,0,280250.0,149.0,3.0,5.0,700.0,0.0,Maison
77003,2024.0,4.0,2639.6969696969695,101.0,3,maison,1.7,9.283197607747168,0,0,48.28823518025115,2.526250689541872,50.38538887137347,0,0,235000.0,0.0,13.0,0.0,598.0,0.0,Dépendance
77004,2020.0,1.0,1875.0,56.0,1,maison,1.3666666666666665,4.009486663392121,0,0,48.6094106012674,2.811835847997667,30.989783306645755,0,0,105000.0,56.0,2.0,3.0,177.0,0.0,Maison
77004,2021.0,1.0,1938.7755102040817,98.0,2,maison,1.0,4.009486663392121,0,0,48.6094106012674,2.811835847997667,30.989783306645755,0,0,190000.0,98.0,2.0,4.0,995.0,0.0,Maison
77004,2021.0,2.0,3018.867924528302,106.0,2,maison,1.7666666666666666,4.009486663392121,0,0,48.6094106012674,2.811835847997667,30.989783306645755,0,0,320000.0,0.0,7.0,0.0,842.0,0.0,Dépendance
77004,2021.0,3.0,2125.0,120.0,3,maison,2.1999999999999997,4.009486663392121,0,0,48.6094106012674,2.811835847997667,30.989783306645755,0,0,255000.0,120.0,4.0,6.0,679.5,0.0,Maison
77004,2021.0,4.0,1907.2164948453608,97.0,1,maison,3.3333333333333335,4.009486663392121,0,0,48.6094106012674,2.811835847997667,30.989783306645755,0,0,185000.0,97.0,1.0,5.0,622.0,0.0,Maison
77004,2022.0,1.0,2146.9194312796208,211.0,1,maison,4.2,4.009486663392121,0,0,48.6094106012674,2.811835847997667,30.989783306645755,0,0,453000.0,0.0,13.0,0.0,178.0,0.0,Dépendance
77004,2023.0,3.0,3392.8571428571427,84.0,1,maison,5.5,4.009486663392121,0,0,48.6094106012674,2.811835847997667,30.989783306645755,0,0,152515.55,42.0,4.0,2.5,1027.0,0.0,Dépendance
77004,2024.0,3.0,4573.684210526316,76.0,1,maison,2.1,4.009486663392121,0,0,48.6094106012674,2.811835847997667,30.989783306645755,0,0,25762.6,76.0,6.0,5.0,338.0,0.0,Maison
77004,2025.0,2.0,4793.367346938776,98.0,1,maison,0.7999999999999999,4.009486663392121,0,0,48.6094106012674,2.811835847997667,30.989783306645755,0,0,469750.0,49.0,6.0,1.5,200.5,0.0,Dépendance
77005,2020.0,1.0,4148.333333333333,80.0,7,maison,1.3666666666666665,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,312000.0,67.5,16.0,1.0,485.0,0.0,Dépendance
77005,2020.0,2.0,3540.9836065573772,57.0,3,appartement,0.3333333333333333,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,192500.0,27.5,15.0,1.0,291.0,1.0,Appartement
77005,2020.0,3.0,2325.5926251097453,76.0,2,appartement,0.3666666666666667,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,232000.0,33.5,14.0,1.5,78.0,1.0,Dépendance
77005,2020.0,4.0,3547.169811320755,53.0,3,maison,0.1,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,188000.0,42.0,5.0,2.0,572.0,0.0,Dépendance
77005,2021.0,1.0,4025.862068965517,58.0,13,appartement,1.0,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,186250.0,39.0,26.0,2.0,500.0,1.0,Appartement
77005,2021.0,2.0,3740.25974025974,100.0,17,maison,1.7666666666666666,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,294000.0,63.0,33.0,3.0,500.0,0.0,Dépendance
77005,2021.0,3.0,3375.0,86.0,3,maison,2.1999999999999997,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,291500.0,59.5,4.0,3.0,,1.0,Maison
77005,2021.0,4.0,4066.133720930233,72.5,12,maison,3.3333333333333335,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,187550.0,44.0,17.0,3.0,500.0,0.0,Maison
77005,2022.0,1.0,3482.0,87.0,9,maison,4.2,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,351500.0,69.0,16.0,3.5,318.0,0.0,Maison
77005,2022.0,2.0,4852.579852579853,46.0,4,appartement,5.8999999999999995,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,201000.0,0.0,14.0,0.0,160.0,0.0,Dépendance
77005,2022.0,3.0,3593.75,61.0,11,maison,6.533333333333334,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,255000.0,32.0,31.0,1.0,196.5,0.0,Dépendance
77005,2022.0,4.0,3727.272727272727,62.0,3,appartement,6.966666666666666,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,250000.0,55.0,5.0,3.0,,1.0,Appartement
77005,2023.0,1.0,2656.9607843137255,87.5,2,appartement,7.0,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,251675.0,0.0,10.0,0.0,335.0,0.5,Dépendance
77005,2023.0,2.0,3795.0819672131142,126.0,9,maison,6.066666666666666,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,425000.0,14.5,22.0,0.5,486.0,0.0,Dépendance
77005,2023.0,3.0,4750.0,60.0,1,maison,5.5,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,285000.0,30.0,5.0,1.5,107.0,0.0,Dépendance
77005,2023.0,4.0,4090.4761904761904,50.0,3,maison,4.166666666666667,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,130000.0,46.0,11.0,2.0,292.0,0.0,Maison
77005,2024.0,1.0,3536.3600628930817,99.5,4,maison,3.0,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,181000.0,24.0,11.0,1.0,295.5,0.0,Dépendance
77005,2024.0,2.0,3454.5454545454545,170.0,4,maison,2.5,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,613750.0,0.0,18.0,0.0,500.0,0.0,Dépendance
77005,2024.0,3.0,5360.6557377049185,42.0,3,appartement,2.1,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,169470.0,21.0,5.0,0.0,568.0,1.0,Dépendance
77005,2024.0,4.0,3012.2950819672133,244.0,2,maison,1.7,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,735000.0,244.0,7.0,6.0,500.0,0.0,Maison
77005,2025.0,1.0,6449.587912087913,59.0,2,local industriel. commercial ou assimilé,1.2,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,243900.0,59.0,2.0,1.5,204.0,0.5,Local industriel. commercial ou assimilé
77005,2025.0,2.0,5276.25,40.0,1,maison,0.7999999999999999,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,211050.0,20.0,3.0,1.5,66.0,0.0,Dépendance
77005,2025.0,3.0,3360.0,30.0,1,maison,0.8500000000000001,4.016822452253818,0,0,48.918073525166506,2.712293092039478,10.470583295711428,0,0,100800.0,30.0,4.0,1.0,105.0,0.0,Maison
77006,2020.0,3.0,1994.6524064171124,187.0,2,maison,0.3666666666666667,11.571555443858632,0,0,48.41345015151867,2.5656271069605276,38.053195646510176,0,0,373000.0,187.0,2.0,6.0,1593.5,0.0,Maison
77006,2020.0,4.0,3221.153846153846,104.0,1,maison,0.1,11.571555443858632,0,0,48.41345015151867,2.5656271069605276,38.053195646510176,0,0,335000.0,104.0,3.0,5.0,1142.0,0.0,Maison
77006,2021.0,1.0,2674.5283018867926,212.0,5,maison,1.0,11.571555443858632,0,0,48.41345015151867,2.5656271069605276,38.053195646510176,0,0,567000.0,153.0,8.0,5.0,459.5,0.0,Maison
77006,2021.0,2.0,2735.978835978836,175.0,7,maison,1.7666666666666666,11.571555443858632,0,0,48.41345015151867,2.5656271069605276,38.053195646510176,0,0,517100.0,175.0,10.0,6.0,516.0,0.0,Maison
77006,2021.0,4.0,2704.9180327868853,61.0,1,maison,3.3333333333333335,11.571555443858632,0,0,48.41345015151867,2.5656271069605276,38.053195646510176,0,0,240000.0,61.0,5.0,2.0,715.0,0.0,Maison
77006,2022.0,1.0,4091.6666666666665,120.0,5,maison,4.2,11.571555443858632,0,0,48.41345015151867,2.5656271069605276,38.053195646510176,0,0,6027.3,43.0,37.0,2.0,762.0,0.0,Maison
77006,2022.0,2.0,2800.0,125.0,1,maison,5.8999999999999995,11.571555443858632,0,0,48.41345015151867,2.5656271069605276,38.053195646510176,0,0,350000.0,125.0,4.0,5.0,493.0,0.0,Maison
77006,2022.0,3.0,3290.4761904761904,111.0,2,maison,6.533333333333334,11.571555443858632,0,0,48.41345015151867,2.5656271069605276,38.053195646510176,0,0,156700.0,111.0,7.0,3.5,101.0,0.0,Maison
77006,2022.0,4.0,4895.8623572025635,85.5,2,maison,6.966666666666666,11.571555443858632,0,0,48.41345015151867,2.5656271069605276,38.053195646510176,0,0,550000.0,0.0,6.0,0.0,647.0,0.0,Dépendance
77006,2023.0,1.0,2993.6305732484075,157.0,1,maison,7.0,11.571555443858632,0,0,48.41345015151867,2.5656271069605276,38.053195646510176,0,0,470000.0,157.0,2.0,6.0,372.5,0.0,Maison
77006,2023.0,2.0,3280.8493589743593,226.0,4,maison,6.066666666666666,11.571555443858632,0,0,48.41345015151867,2.5656271069605276,38.053195646510176,0,0,745000.0,0.0,12.0,0.0,500.0,0.0,Dépendance
77006,2023.0,4.0,2306.321910181863,127.5,2,maison,4.166666666666667,11.571555443858632,0,0,48.41345015151867,2.5656271069605276,38.053195646510176,0,0,291250.0,118.0,10.0,5.0,322.5,0.0,Maison
77006,2024.0,2.0,4015.151515151515,99.0,4,maison,2.5,11.571555443858632,0,0,48.41345015151867,2.5656271069605276,38.053195646510176,0,0,305000.0,99.0,10.0,4.0,440.0,0.0,Maison
77006,2024.0,4.0,6255.31914893617,47.0,1,maison,1.7,11.571555443858632,0,0,48.41345015151867,2.5656271069605276,38.053195646510176,0,0,137200.0,47.0,3.0,2.0,310.0,0.0,Maison
77006,2025.0,3.0,2656.25,96.0,1,maison,0.8500000000000001,11.571555443858632,0,0,48.41345015151867,2.5656271069605276,38.053195646510176,0,0,255000.0,96.0,3.0,3.0,85.0,0.0,Maison
77006,2025.0,4.0,2782.8025477707006,157.0,1,maison,,11.571555443858632,0,0,48.41345015151867,2.5656271069605276,38.053195646510176,0,0,436900.0,157.0,2.0,6.0,372.5,0.0,Maison
77007,2021.0,2.0,1600.0,100.0,1,maison,1.7666666666666666,3.444735839339997,0,0,48.654999745199824,2.8691392037791266,29.725709219142946,0,0,160000.0,50.0,2.0,1.0,266.0,0.0,Dépendance
77007,2022.0,1.0,3586.9565217391305,46.0,1,maison,4.2,3.444735839339997,0,0,48.654999745199824,2.8691392037791266,29.725709219142946,0,0,165000.0,46.0,1.0,1.0,146.0,0.0,Maison
77007,2022.0,2.0,2109.375,64.0,1,maison,5.8999999999999995,3.444735839339997,0,0,48.654999745199824,2.8691392037791266,29.725709219142946,0,0,135000.0,32.0,3.0,1.0,309.0,0.0,Dépendance
77007,2023.0,1.0,2927.2727272727275,88.0,1,maison,7.0,3.444735839339997,0,0,48.654999745199824,2.8691392037791266,29.725709219142946,0,0,257600.0,44.0,2.0,2.5,500.0,0.0,Dépendance
77007,2023.0,4.0,4200.0,50.0,1,maison,4.166666666666667,3.444735839339997,0,0,48.654999745199824,2.8691392037791266,29.725709219142946,0,0,210000.0,50.0,1.0,2.0,234.0,0.0,Maison
77007,2024.0,3.0,2500.0,100.0,1,maison,2.1,3.444735839339997,0,0,48.654999745199824,2.8691392037791266,29.725709219142946,0,0,250000.0,100.0,4.0,4.0,40.0,0.0,Maison
77008,2020.0,1.0,2741.5730337078653,89.0,2,maison,1.3666666666666665,2.1242488698773663,0,0,48.974977327103225,3.0097565507909465,30.713438477962814,0,0,244000.0,89.0,2.0,4.0,487.0,0.0,Maison
77008,2020.0,2.0,2666.6666666666665,134.0,6,maison,0.3333333333333333,2.1242488698773663,0,0,48.974977327103225,3.0097565507909465,30.713438477962814,0,0,320000.0,134.0,6.0,7.0,500.0,0.0,Maison
77008,2021.0,1.0,2268.6708860759495,158.0,2,maison,1.0,2.1242488698773663,0,0,48.974977327103225,3.0097565507909465,30.713438477962814,0,0,358450.0,158.0,2.0,7.0,1000.0,0.0,Maison
77008,2021.0,2.0,2641.3333333333335,150.0,2,maison,1.7666666666666666,2.1242488698773663,0,0,48.974977327103225,3.0097565507909465,30.713438477962814,0,0,396200.0,0.0,7.0,0.0,500.0,0.0,Dépendance
77008,2021.0,3.0,2030.5681818181815,130.0,4,maison,2.1999999999999997,2.1242488698773663,0,0,48.974977327103225,3.0097565507909465,30.713438477962814,0,0,250000.0,130.0,6.0,4.0,219.0,0.0,Maison
77008,2021.0,4.0,2125.0,80.0,1,maison,3.3333333333333335,2.1242488698773663,0,0,48.974977327103225,3.0097565507909465,30.713438477962814,0,0,170000.0,40.0,5.0,2.0,96.0,0.0,Dépendance
77008,2022.0,3.0,2774.6478873239435,142.0,5,maison,6.533333333333334,2.1242488698773663,0,0,48.974977327103225,3.0097565507909465,30.713438477962814,0,0,394000.0,111.0,9.0,4.0,492.0,0.0,Maison
77008,2023.0,3.0,2413.1975867269985,130.0,6,maison,5.5,2.1242488698773663,0,0,48.974977327103225,3.0097565507909465,30.713438477962814,0,0,242000.0,95.0,17.0,4.0,500.0,0.0,Maison
77008,2023.0,4.0,3335.820895522388,134.0,2,maison,4.166666666666667,2.1242488698773663,0,0,48.974977327103225,3.0097565507909465,30.713438477962814,0,0,447000.0,134.0,2.0,7.0,763.5,0.0,Maison
77008,2024.0,3.0,4400.0,45.0,1,maison,2.1,2.1242488698773663,0,0,48.974977327103225,3.0097565507909465,30.713438477962814,0,0,198000.0,22.5,5.0,1.5,217.0,0.0,Dépendance
77008,2024.0,4.0,3631.5789473684217,95.0,2,maison,1.7,2.1242488698773663,0,0,48.974977327103225,3.0097565507909465,30.713438477962814,0,0,345000.0,95.0,4.0,5.0,211.5,0.0,Maison
77008,2025.0,2.0,3193.548387096774,93.0,3,maison,0.7999999999999999,2.1242488698773663,0,0,48.974977327103225,3.0097565507909465,30.713438477962814,0,0,305000.0,93.0,5.0,5.0,653.0,0.0,Maison
77008,2025.0,3.0,5500.0,38.0,1,maison,0.8500000000000001,2.1242488698773663,0,0,48.974977327103225,3.0097565507909465,30.713438477962814,0,0,209000.0,38.0,3.0,2.0,29.0,0.0,Maison
77009,2024.0,2.0,1309.5238095238096,126.0,1,maison,2.5,12.568244533987375,0,0,48.18866441098407,2.5458175194799972,61.49603502767727,0,0,49732.68,0.0,9.0,0.0,3656.0,0.0,Dépendance
77010,2020.0,4.0,2175.0,120.0,1,maison,0.1,2.4209710046066752,0,0,48.6265993514759,2.915038683779883,34.34452637484579,0,0,261000.0,120.0,1.0,2.0,1000.0,0.0,Maison
77010,2021.0,1.0,4544.241037376049,74.0,4,maison,1.0,2.4209710046066752,0,0,48.6265993514759,2.915038683779883,34.34452637484579,0,0,295000.0,46.0,6.0,3.0,375.0,0.0,Maison
77010,2021.0,2.0,2654.508797653959,121.5,2,maison,1.7666666666666666,2.4209710046066752,0,0,48.6265993514759,2.915038683779883,34.34452637484579,0,0,306000.0,121.5,2.0,5.5,1321.5,0.0,Maison
77010,2022.0,1.0,9328.57142857143,70.0,5,appartement,4.2,2.4209710046066752,0,0,48.6265993514759,2.915038683779883,34.34452637484579,0,0,653000.0,70.0,10.0,3.0,317.0,0.0,Appartement
77010,2022.0,2.0,3309.7727272727275,88.0,5,maison,5.8999999999999995,2.4209710046066752,0,0,48.6265993514759,2.915038683779883,34.34452637484579,0,0,70500.0,88.0,7.0,5.0,2372.0,0.0,Maison
77010,2022.0,4.0,2456.3909774436092,133.0,1,maison,6.966666666666666,2.4209710046066752,0,0,48.6265993514759,2.915038683779883,34.34452637484579,0,0,165414.0,133.0,2.0,4.0,1792.5,0.0,Maison
77010,2023.0,2.0,2019.2307692307693,104.0,1,maison,6.066666666666666,2.4209710046066752,0,0,48.6265993514759,2.915038683779883,34.34452637484579,0,0,210000.0,104.0,2.0,6.0,636.5,0.0,Maison
77010,2023.0,3.0,4044.444444444444,45.5,2,appartement,5.5,2.4209710046066752,0,0,48.6265993514759,2.915038683779883,34.34452637484579,0,0,184000.0,45.0,7.0,2.0,146.0,0.0,Appartement
77010,2023.0,4.0,2681.0280373831774,107.0,5,maison,4.166666666666667,2.4209710046066752,0,0,48.6265993514759,2.915038683779883,34.34452637484579,0,0,285935.0,78.5,10.0,4.5,600.0,0.0,Maison
77010,2024.0,4.0,2869.0476190476193,84.0,1,maison,1.7,2.4209710046066752,0,0,48.6265993514759,2.915038683779883,34.34452637484579,0,0,247520.0,42.0,4.0,2.5,15308.0,0.0,Dépendance
77010,2025.0,3.0,2590.0,100.0,3,maison,0.8500000000000001,2.4209710046066752,0,0,48.6265993514759,2.915038683779883,34.34452637484579,0,0,40000.0,100.0,7.0,2.0,500.0,0.0,Maison
77011,2020.0,1.0,920.3296703296704,364.0,1,maison,1.3666666666666665,7.7418426665395,0,0,48.20900229871506,2.6041170623312744,60.4155929527514,0,0,335000.0,364.0,3.0,6.0,201.0,0.0,Maison
77011,2020.0,3.0,1148.9772727272727,88.0,1,maison,0.3666666666666667,7.7418426665395,0,0,48.20900229871506,2.6041170623312744,60.4155929527514,0,0,101110.0,88.0,1.0,4.0,248.0,0.0,Maison
77011,2021.0,1.0,1210.8108108108108,185.0,1,maison,1.0,7.7418426665395,0,0,48.20900229871506,2.6041170623312744,60.4155929527514,0,0,224000.0,0.0,5.0,0.0,664.0,0.0,Dépendance
77011,2021.0,3.0,1968.75,96.0,1,maison,2.1999999999999997,7.7418426665395,0,0,48.20900229871506,2.6041170623312744,60.4155929527514,0,0,189000.0,96.0,2.0,3.0,582.0,0.0,Maison
77011,2021.0,4.0,1843.75,160.0,1,maison,3.3333333333333335,7.7418426665395,0,0,48.20900229871506,2.6041170623312744,60.4155929527514,0,0,49000.0,160.0,3.0,4.0,705.0,0.0,Maison
77011,2022.0,2.0,2356.956862745098,80.0,2,maison,5.8999999999999995,7.7418426665395,0,0,48.20900229871506,2.6041170623312744,60.4155929527514,0,0,197000.0,0.0,8.0,0.0,209.5,0.0,Dépendance
77011,2022.0,3.0,2941.935483870968,81.0,2,maison,6.533333333333334,7.7418426665395,0,0,48.20900229871506,2.6041170623312744,60.4155929527514,0,0,240000.0,0.0,15.0,0.0,271.0,0.0,Dépendance
