code_commune,annee,trimestre,prix_m2_median,surface_median,nb_transactions,type_bien_mode,inflation,lon_commune,lat_commune,dist_gare_km,gares_1km,gares_2km
77079,2022.0,2.0,2465.811965811966,87.0,6,maison,5.8999999999999995,2.8032832110749015,48.39820409750023,1.0578544309012654,0.0,2.0
77079,2022.0,3.0,2599.039172209904,70.5,6,maison,6.533333333333334,2.8032832110749015,48.39820409750023,1.0578544309012654,0.0,2.0
77079,2022.0,4.0,2879.352030947776,69.0,10,maison,6.966666666666666,2.8032832110749015,48.39820409750023,1.0578544309012654,0.0,2.0
77079,2023.0,1.0,2471.014492753623,44.5,4,appartement,7.0,2.8032832110749015,48.39820409750023,1.0578544309012654,0.0,2.0
77079,2023.0,2.0,2760.4166666666665,83.0,11,maison,6.066666666666666,2.8032832110749015,48.39820409750023,1.0578544309012654,0.0,2.0
77079,2023.0,3.0,7250.0,40.0,11,appartement,5.5,2.8032832110749015,48.39820409750023,1.0578544309012654,0.0,2.0
77079,2023.0,4.0,2883.6812961443807,74.0,16,appartement,4.166666666666667,2.8032832110749015,48.39820409750023,1.0578544309012654,0.0,2.0
77079,2024.0,1.0,2696.317775571003,67.0,4,maison,3.0,2.8032832110749015,48.39820409750023,1.0578544309012654,0.0,2.0
77079,2024.0,2.0,1853.9325842696628,80.0,3,maison,2.5,2.8032832110749015,48.39820409750023,1.0578544309012654,0.0,2.0
77079,2024.0,3.0,3087.923728813559,61.0,4,maison,2.1,2.8032832110749015,48.39820409750023,1.0578544309012654,0.0,2.0
77079,2024.0,4.0,3040.5405405405404,74.0,3,maison,1.7,2.8032832110749015,48.39820409750023,1.0578544309012654,0.0,2.0
77079,2025.0,1.0,6398.809523809523,64.5,2,maison,1.2,2.8032832110749015,48.39820409750023,1.0578544309012654,0.0,2.0
77079,2025.0,2.0,2592.941919191919,89.5,2,maison,0.7999999999999999,2.8032832110749015,48.39820409750023,1.0578544309012654,0.0,2.0
77079,2025.0,3.0,2428.5714285714284,70.0,1,maison,0.8500000000000001,2.8032832110749015,48.39820409750023,1.0578544309012654,0.0,2.0
77080,2022.0,1.0,2051.2820512820513,117.0,3,maison,4.2,3.25699034080538,48.66632941644149,12.763270101537609,0.0,0.0
77080,2022.0,4.0,1912.9032258064517,124.0,1,maison,6.966666666666666,3.25699034080538,48.66632941644149,12.763270101537609,0.0,0.0
77080,2023.0,4.0,2656.25,80.0,1,maison,4.166666666666667,3.25699034080538,48.66632941644149,12.763270101537609,0.0,0.0
77080,2024.0,1.0,4014.0845070422533,71.0,1,maison,3.0,3.25699034080538,48.66632941644149,12.763270101537609,0.0,0.0
77080,2024.0,2.0,1784.2465753424658,258.0,3,maison,2.5,3.25699034080538,48.66632941644149,12.763270101537609,0.0,0.0
77081,2021.0,1.0,2300.4608294930877,48.5,2,appartement,1.0,2.7290425184470104,48.61781629712274,7.651557837203277,0.0,0.0
77081,2021.0,2.0,3548.3870967741937,93.0,1,maison,1.7666666666666666,2.7290425184470104,48.61781629712274,7.651557837203277,0.0,0.0
77081,2021.0,3.0,3237.864077669903,103.0,2,maison,2.1999999999999997,2.7290425184470104,48.61781629712274,7.651557837203277,0.0,0.0
77081,2021.0,4.0,3520.0,75.0,3,maison,3.3333333333333335,2.7290425184470104,48.61781629712274,7.651557837203277,0.0,0.0
77081,2022.0,2.0,2400.0,50.0,1,appartement,5.8999999999999995,2.7290425184470104,48.61781629712274,7.651557837203277,0.0,0.0
77081,2022.0,3.0,4202.5641025641025,78.0,3,maison,6.533333333333334,2.7290425184470104,48.61781629712274,7.651557837203277,0.0,0.0
77081,2022.0,4.0,3472.1518987341774,79.0,1,maison,6.966666666666666,2.7290425184470104,48.61781629712274,7.651557837203277,0.0,0.0
77081,2023.0,1.0,2908.333333333333,76.5,4,maison,7.0,2.7290425184470104,48.61781629712274,7.651557837203277,0.0,0.0
77081,2023.0,2.0,3448.1831221611283,91.5,2,maison,6.066666666666666,2.7290425184470104,48.61781629712274,7.651557837203277,0.0,0.0
77081,2023.0,4.0,3489.5833333333335,144.0,1,maison,4.166666666666667,2.7290425184470104,48.61781629712274,7.651557837203277,0.0,0.0
77082,2020.0,1.0,5650.0,30.0,1,appartement,1.3666666666666665,2.811710653514742,48.581856540574535,6.6623590877570855,0.0,0.0
77082,2020.0,4.0,2333.3333333333335,102.0,1,maison,0.10000000000000002,2.811710653514742,48.581856540574535,6.6623590877570855,0.0,0.0
77082,2021.0,1.0,2121.8045112781956,129.0,4,maison,1.0,2.811710653514742,48.581856540574535,6.6623590877570855,0.0,0.0
77082,2021.0,2.0,2958.621351766513,74.5,2,maison,1.7666666666666666,2.811710653514742,48.581856540574535,6.6623590877570855,0.0,0.0
77082,2021.0,3.0,3500.0,38.0,3,maison,2.1999999999999997,2.811710653514742,48.581856540574535,6.6623590877570855,0.0,0.0
77082,2022.0,1.0,3690.4761904761904,84.0,1,maison,4.2,2.811710653514742,48.581856540574535,6.6623590877570855,0.0,0.0
77082,2022.0,2.0,2814.814814814815,135.0,3,maison,5.8999999999999995,2.811710653514742,48.581856540574535,6.6623590877570855,0.0,0.0
77082,2022.0,3.0,3430.0,50.0,1,appartement,6.533333333333334,2.811710653514742,48.581856540574535,6.6623590877570855,0.0,0.0
77082,2022.0,4.0,3586.3888888888887,36.0,1,appartement,6.966666666666666,2.811710653514742,48.581856540574535,6.6623590877570855,0.0,0.0
77082,2023.0,1.0,3523.4375,123.0,6,maison,7.0,2.811710653514742,48.581856540574535,6.6623590877570855,0.0,0.0
77082,2023.0,2.0,748.2993197278912,147.0,1,maison,6.066666666666666,2.811710653514742,48.581856540574535,6.6623590877570855,0.0,0.0
77082,2023.0,3.0,3125.0,48.0,1,appartement,5.5,2.811710653514742,48.581856540574535,6.6623590877570855,0.0,0.0
77082,2024.0,1.0,2088.471684981685,79.5,2,maison,3.0,2.811710653514742,48.581856540574535,6.6623590877570855,0.0,0.0
77082,2024.0,2.0,3678.132678132678,38.5,4,appartement,2.5,2.811710653514742,48.581856540574535,6.6623590877570855,0.0,0.0
77083,2020.0,1.0,3585.714285714286,59.0,19,appartement,1.3666666666666665,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2020.0,2.0,3421.6011836265,75.0,22,appartement,0.3333333333333333,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2020.0,3.0,4342.659574468085,64.5,16,appartement,0.3666666666666667,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2020.0,4.0,4035.259646592139,92.0,18,appartement,0.10000000000000002,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2021.0,1.0,3591.549295774648,71.0,39,appartement,1.0,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2021.0,2.0,4025.862068965517,77.5,34,appartement,1.7666666666666666,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2021.0,3.0,3552.2388059701493,78.0,35,appartement,2.1999999999999997,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2021.0,4.0,4396.103896103896,67.0,39,appartement,3.3333333333333335,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2022.0,1.0,3178.157042633567,78.0,26,appartement,4.2,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2022.0,2.0,6373.717948717948,39.0,66,appartement,5.8999999999999995,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2022.0,3.0,4204.815939278937,67.0,30,appartement,6.533333333333334,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2022.0,4.0,4072.1875527070333,69.0,40,appartement,6.966666666666666,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2023.0,1.0,4304.9111822947,70.5,16,appartement,7.0,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2023.0,2.0,3343.75,81.5,20,appartement,6.066666666666666,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2023.0,3.0,3693.877551020408,65.0,17,appartement,5.5,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2023.0,4.0,3553.846153846154,82.0,19,appartement,4.166666666666667,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2024.0,1.0,4469.3877551020405,65.0,17,appartement,3.0,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2024.0,2.0,3631.2842105263157,79.0,25,appartement,2.5,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2024.0,3.0,3453.6082474226805,80.0,19,appartement,2.1,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2024.0,4.0,3660.8425297113754,71.5,18,appartement,1.7,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2025.0,1.0,2735.2941176470586,110.5,2,appartement,1.2,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2025.0,2.0,3174.786324786325,83.5,10,maison,0.7999999999999999,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2025.0,3.0,3438.186813186813,74.5,4,appartement,0.8500000000000001,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77083,2025.0,4.0,3680.5555555555557,64.0,5,appartement,,2.5927128528060974,48.851227244825864,1.3074861057360523,0.0,2.0
77084,2020.0,2.0,2644.628099173554,121.0,2,maison,0.3333333333333333,3.0200561255373626,48.95765762572725,0.4713526834470515,1.0,1.0
77084,2020.0,3.0,3066.6666666666665,75.0,1,maison,0.3666666666666667,3.0200561255373626,48.95765762572725,0.4713526834470515,1.0,1.0
77084,2020.0,4.0,1486.6666666666667,150.0,1,maison,0.10000000000000002,3.0200561255373626,48.95765762572725,0.4713526834470515,1.0,1.0
77084,2021.0,1.0,2615.3846153846152,106.0,5,maison,1.0,3.0200561255373626,48.95765762572725,0.4713526834470515,1.0,1.0
77084,2021.0,2.0,1666.6666666666667,72.0,1,maison,1.7666666666666666,3.0200561255373626,48.95765762572725,0.4713526834470515,1.0,1.0
77084,2021.0,3.0,2635.0515463917527,97.0,4,maison,2.1999999999999997,3.0200561255373626,48.95765762572725,0.4713526834470515,1.0,1.0
77084,2021.0,4.0,1968.2397959183672,163.5,2,maison,3.3333333333333335,3.0200561255373626,48.95765762572725,0.4713526834470515,1.0,1.0
77084,2022.0,1.0,4153.846153846154,65.0,5,appartement,4.2,3.0200561255373626,48.95765762572725,0.4713526834470515,1.0,1.0
77084,2022.0,2.0,2555.5555555555557,135.0,5,maison,5.8999999999999995,3.0200561255373626,48.95765762572725,0.4713526834470515,1.0,1.0
77084,2022.0,3.0,2333.3333333333335,70.0,3,maison,6.533333333333334,3.0200561255373626,48.95765762572725,0.4713526834470515,1.0,1.0
77084,2022.0,4.0,2217.391304347826,115.0,1,maison,6.966666666666666,3.0200561255373626,48.95765762572725,0.4713526834470515,1.0,1.0
77084,2023.0,2.0,3480.0,50.0,3,maison,6.066666666666666,3.0200561255373626,48.95765762572725,0.4713526834470515,1.0,1.0
77084,2024.0,2.0,2040.0,105.0,5,maison,2.5,3.0200561255373626,48.95765762572725,0.4713526834470515,1.0,1.0
77084,2024.0,3.0,2581.196581196581,117.0,1,maison,2.1,3.0200561255373626,48.95765762572725,0.4713526834470515,1.0,1.0
77084,2025.0,3.0,3070.0,80.0,1,maison,0.8500000000000001,3.0200561255373626,48.95765762572725,0.4713526834470515,1.0,1.0
77084,2025.0,4.0,1636.3636363636363,220.0,1,maison,,3.0200561255373626,48.95765762572725,0.4713526834470515,1.0,1.0
77085,2020.0,1.0,4523.715415019763,115.0,6,maison,1.3666666666666665,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2020.0,2.0,4132.410714285715,61.0,3,appartement,0.3333333333333333,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2020.0,3.0,3237.037037037037,135.0,3,local industriel. commercial ou assimilé,0.3666666666666667,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2020.0,4.0,4187.5,80.0,1,maison,0.10000000000000002,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2021.0,1.0,3759.1463414634145,86.5,8,appartement,1.0,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2021.0,2.0,3243.083372093023,109.5,4,appartement,1.7666666666666666,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2021.0,3.0,3269.703125,98.0,6,appartement,2.1999999999999997,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2021.0,4.0,4014.796879203659,89.5,6,maison,3.3333333333333335,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2022.0,1.0,3949.5798319327732,119.0,5,maison,4.2,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2022.0,2.0,3883.5616438356165,68.0,9,maison,5.8999999999999995,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2022.0,3.0,4386.030204962244,78.0,8,maison,6.533333333333334,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2022.0,4.0,3817.204643222943,83.5,10,appartement,6.966666666666666,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2023.0,1.0,3016.4483723296034,758.5,6,local industriel. commercial ou assimilé,7.0,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2023.0,2.0,3931.5189177763687,66.0,14,appartement,6.066666666666666,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2023.0,3.0,3950.1440625643136,105.5,12,maison,5.5,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2023.0,4.0,4064.219930005526,72.5,6,appartement,4.166666666666667,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2024.0,1.0,4320.070043103448,63.0,4,maison,3.0,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2024.0,2.0,3498.7012987012986,80.0,3,appartement,2.5,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2024.0,3.0,4408.378870673952,61.0,4,appartement,2.1,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2024.0,4.0,3919.5564516129034,71.0,2,appartement,1.7,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2025.0,1.0,4215.686274509804,102.0,1,maison,1.2,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2025.0,2.0,3662.1875,80.0,4,maison,0.7999999999999999,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2025.0,3.0,4444.444444444444,45.0,1,appartement,0.8500000000000001,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77085,2025.0,4.0,3692.8571428571427,28.0,1,local industriel. commercial ou assimilé,,2.7393497897044874,48.85855647724124,2.4548398759392933,0.0,0.0
77086,2020.0,2.0,9538.030932594644,300.5,4,local industriel. commercial ou assimilé,0.3333333333333333,2.882992402459205,48.54313745498371,7.898738263180139,0.0,0.0
77086,2020.0,3.0,2846.153846153846,91.0,3,maison,0.3666666666666667,2.882992402459205,48.54313745498371,7.898738263180139,0.0,0.0
77086,2020.0,4.0,2540.6785243741765,102.0,2,maison,0.10000000000000002,2.882992402459205,48.54313745498371,7.898738263180139,0.0,0.0
77086,2021.0,2.0,2400.0,70.0,3,maison,1.7666666666666666,2.882992402459205,48.54313745498371,7.898738263180139,0.0,0.0
77086,2021.0,3.0,2449.914913366337,114.5,4,maison,2.1999999999999997,2.882992402459205,48.54313745498371,7.898738263180139,0.0,0.0
77086,2021.0,4.0,1649.2696629213483,178.0,3,maison,3.3333333333333335,2.882992402459205,48.54313745498371,7.898738263180139,0.0,0.0
77086,2022.0,1.0,8490.566037735849,106.0,4,maison,4.2,2.882992402459205,48.54313745498371,7.898738263180139,0.0,0.0
77086,2022.0,2.0,3048.7179487179487,78.0,1,maison,5.8999999999999995,2.882992402459205,48.54313745498371,7.898738263180139,0.0,0.0
77086,2022.0,3.0,2684.2105263157896,114.0,1,maison,6.533333333333334,2.882992402459205,48.54313745498371,7.898738263180139,0.0,0.0
77086,2022.0,4.0,3567.063492063492,92.5,2,maison,6.966666666666666,2.882992402459205,48.54313745498371,7.898738263180139,0.0,0.0
77086,2023.0,1.0,1938.7755102040817,98.0,2,maison,7.0,2.882992402459205,48.54313745498371,7.898738263180139,0.0,0.0
77086,2023.0,4.0,2169.047619047619,50.5,2,maison,4.166666666666667,2.882992402459205,48.54313745498371,7.898738263180139,0.0,0.0
77086,2024.0,1.0,1047.6190476190477,105.0,1,maison,3.0,2.882992402459205,48.54313745498371,7.898738263180139,0.0,0.0
77086,2024.0,2.0,2436.700767263427,80.0,2,maison,2.5,2.882992402459205,48.54313745498371,7.898738263180139,0.0,0.0
77086,2024.0,4.0,2619.4736842105262,94.5,2,maison,1.7,2.882992402459205,48.54313745498371,7.898738263180139,0.0,0.0
77086,2025.0,4.0,2500.0,24.0,1,maison,,2.882992402459205,48.54313745498371,7.898738263180139,0.0,0.0
77087,2021.0,1.0,2293.577981651376,109.0,2,maison,1.0,2.990861558448803,48.660345763315284,9.137402707119625,0.0,0.0
77087,2021.0,3.0,4768.859649122807,83.0,2,maison,2.1999999999999997,2.990861558448803,48.660345763315284,9.137402707119625,0.0,0.0
77087,2021.0,4.0,3155.5555555555557,45.0,1,appartement,3.3333333333333335,2.990861558448803,48.660345763315284,9.137402707119625,0.0,0.0
77087,2023.0,4.0,2303.5714285714284,56.0,3,maison,4.166666666666667,2.990861558448803,48.660345763315284,9.137402707119625,0.0,0.0
77087,2024.0,4.0,2600.0,100.0,2,maison,1.7,2.990861558448803,48.660345763315284,9.137402707119625,0.0,0.0
77088,2020.0,2.0,2307.6923076923076,104.0,1,maison,0.3333333333333333,2.571985718050007,48.31826254087183,9.00324850524242,0.0,0.0
77088,2020.0,3.0,2609.259259259259,81.0,1,maison,0.3666666666666667,2.571985718050007,48.31826254087183,9.00324850524242,0.0,0.0
77088,2020.0,4.0,2438.9204545454545,107.5,2,appartement,0.10000000000000002,2.571985718050007,48.31826254087183,9.00324850524242,0.0,0.0
77088,2021.0,1.0,2962.025316455696,79.0,4,maison,1.0,2.571985718050007,48.31826254087183,9.00324850524242,0.0,0.0
77088,2021.0,2.0,2550.0,200.0,2,maison,1.7666666666666666,2.571985718050007,48.31826254087183,9.00324850524242,0.0,0.0
77088,2021.0,3.0,1966.695524037576,75.0,2,appartement,2.1999999999999997,2.571985718050007,48.31826254087183,9.00324850524242,0.0,0.0
77088,2022.0,1.0,2188.311688311688,111.0,7,maison,4.2,2.571985718050007,48.31826254087183,9.00324850524242,0.0,0.0
77088,2022.0,3.0,2282.608695652174,92.0,9,maison,6.533333333333334,2.571985718050007,48.31826254087183,9.00324850524242,0.0,0.0
77088,2022.0,4.0,3077.777777777778,90.0,8,maison,6.966666666666666,2.571985718050007,48.31826254087183,9.00324850524242,0.0,0.0
77088,2023.0,1.0,3103.448275862069,87.0,1,maison,7.0,2.571985718050007,48.31826254087183,9.00324850524242,0.0,0.0
77088,2023.0,2.0,2358.6369770580295,122.0,2,maison,6.066666666666666,2.571985718050007,48.31826254087183,9.00324850524242,0.0,0.0
77088,2023.0,3.0,2164.500689655172,116.0,3,maison,5.5,2.571985718050007,48.31826254087183,9.00324850524242,0.0,0.0
77088,2023.0,4.0,1923.076923076923,52.0,1,appartement,4.166666666666667,2.571985718050007,48.31826254087183,9.00324850524242,0.0,0.0
77088,2024.0,1.0,2835.9859272910035,110.5,2,maison,3.0,2.571985718050007,48.31826254087183,9.00324850524242,0.0,0.0
77088,2024.0,2.0,2692.3076923076924,109.0,5,maison,2.5,2.571985718050007,48.31826254087183,9.00324850524242,0.0,0.0
77088,2024.0,3.0,3333.3333333333335,87.0,1,maison,2.1,2.571985718050007,48.31826254087183,9.00324850524242,0.0,0.0
77088,2025.0,1.0,2150.0,80.0,1,maison,1.2,2.571985718050007,48.31826254087183,9.00324850524242,0.0,0.0
77088,2025.0,2.0,2011.4942528735633,87.0,1,maison,0.7999999999999999,2.571985718050007,48.31826254087183,9.00324850524242,0.0,0.0
77089,2020.0,4.0,2742.3333333333335,90.0,2,maison,0.10000000000000002,2.9566398499292004,48.505568951004115,7.463636368948854,0.0,0.0
77089,2021.0,1.0,1163.6321909424723,119.0,2,maison,1.0,2.9566398499292004,48.505568951004115,7.463636368948854,0.0,0.0
77089,2021.0,3.0,2494.1176470588234,84.0,5,maison,2.1999999999999997,2.9566398499292004,48.505568951004115,7.463636368948854,0.0,0.0
77089,2022.0,2.0,2725.0,40.0,1,maison,5.8999999999999995,2.9566398499292004,48.505568951004115,7.463636368948854,0.0,0.0
77089,2022.0,3.0,2007.4626865671642,134.0,2,maison,6.533333333333334,2.9566398499292004,48.505568951004115,7.463636368948854,0.0,0.0
77089,2023.0,1.0,2094.017094017094,117.0,2,maison,7.0,2.9566398499292004,48.505568951004115,7.463636368948854,0.0,0.0
77089,2023.0,2.0,2537.735849056604,106.0,2,maison,6.066666666666666,2.9566398499292004,48.505568951004115,7.463636368948854,0.0,0.0
77089,2023.0,3.0,1203.7037037037037,108.0,2,maison,5.5,2.9566398499292004,48.505568951004115,7.463636368948854,0.0,0.0
77089,2024.0,4.0,2961.5384615384614,130.0,2,maison,1.7,2.9566398499292004,48.505568951004115,7.463636368948854,0.0,0.0
77090,2021.0,4.0,2183.035714285714,71.5,4,maison,3.3333333333333335,3.1792697607708784,48.555378326192155,6.313950007432493,0.0,0.0
77090,2022.0,1.0,3224.5454545454545,110.0,1,maison,4.2,3.1792697607708784,48.555378326192155,6.313950007432493,0.0,0.0
77091,2021.0,1.0,3485.8695652173915,92.0,1,maison,1.0,2.8407049051215805,48.74393790984057,2.2970493645278407,0.0,0.0
77091,2022.0,1.0,4136.363636363636,88.0,1,maison,4.2,2.8407049051215805,48.74393790984057,2.2970493645278407,0.0,0.0
77091,2022.0,4.0,5573.333333333333,75.0,3,maison,6.966666666666666,2.8407049051215805,48.74393790984057,2.2970493645278407,0.0,0.0
77091,2023.0,2.0,2695.6588235294116,85.0,2,maison,6.066666666666666,2.8407049051215805,48.74393790984057,2.2970493645278407,0.0,0.0
77093,2020.0,2.0,2092.3076923076924,65.0,2,maison,0.3333333333333333,3.390240184069402,48.79383938960956,20.060134815901733,0.0,0.0
77093,2020.0,3.0,1210.5263157894738,95.0,3,appartement,0.3666666666666667,3.390240184069402,48.79383938960956,20.060134815901733,0.0,0.0
77093,2021.0,1.0,2666.446208112875,123.0,2,maison,1.0,3.390240184069402,48.79383938960956,20.060134815901733,0.0,0.0
77093,2021.0,2.0,1421.0526315789473,95.0,5,appartement,1.7666666666666666,3.390240184069402,48.79383938960956,20.060134815901733,0.0,0.0
77093,2021.0,3.0,1029.7297297297298,124.0,2,maison,2.1999999999999997,3.390240184069402,48.79383938960956,20.060134815901733,0.0,0.0
77093,2021.0,4.0,2818.181818181818,44.0,2,maison,3.3333333333333335,3.390240184069402,48.79383938960956,20.060134815901733,0.0,0.0
77093,2022.0,1.0,2165.463917525773,77.0,9,maison,4.2,3.390240184069402,48.79383938960956,20.060134815901733,0.0,0.0
77093,2022.0,2.0,3688.5245901639346,122.0,6,appartement,5.8999999999999995,3.390240184069402,48.79383938960956,20.060134815901733,0.0,0.0
77093,2023.0,2.0,1169.5652173913043,230.0,2,maison,6.066666666666666,3.390240184069402,48.79383938960956,20.060134815901733,0.0,0.0
77093,2024.0,3.0,2109.756097560976,82.0,2,maison,2.1,3.390240184069402,48.79383938960956,20.060134815901733,0.0,0.0
77093,2025.0,4.0,1052.6315789473683,133.0,1,maison,,3.390240184069402,48.79383938960956,20.060134815901733,0.0,0.0
77094,2020.0,4.0,2311.1111111111113,135.0,2,maison,0.10000000000000002,2.7769569339541054,48.94045500321949,4.810970008693317,0.0,0.0
77094,2021.0,3.0,2390.151515151515,73.0,2,appartement,2.1999999999999997,2.7769569339541054,48.94045500321949,4.810970008693317,0.0,0.0
77094,2022.0,3.0,3755.5555555555557,45.0,1,appartement,6.533333333333334,2.7769569339541054,48.94045500321949,4.810970008693317,0.0,0.0
77094,2022.0,4.0,4230.7692307692305,78.0,1,maison,6.966666666666666,2.7769569339541054,48.94045500321949,4.810970008693317,0.0,0.0
77094,2023.0,2.0,1457.142857142857,350.0,1,maison,6.066666666666666,2.7769569339541054,48.94045500321949,4.810970008693317,0.0,0.0
77095,2020.0,3.0,3416.6666666666665,96.0,1,maison,0.3666666666666667,2.7568994221983676,48.97081573325238,6.963974503853629,0.0,0.0
77095,2020.0,4.0,2335.576923076923,104.0,1,maison,0.10000000000000002,2.7568994221983676,48.97081573325238,6.963974503853629,0.0,0.0
77095,2021.0,1.0,4297.2972972972975,75.0,3,maison,1.0,2.7568994221983676,48.97081573325238,6.963974503853629,0.0,0.0
77095,2021.0,2.0,3351.063829787234,94.0,1,maison,1.7666666666666666,2.7568994221983676,48.97081573325238,6.963974503853629,0.0,0.0
77095,2021.0,3.0,2570.4225352112676,71.0,2,appartement,2.1999999999999997,2.7568994221983676,48.97081573325238,6.963974503853629,0.0,0.0
77095,2021.0,4.0,3082.1917808219177,73.0,1,maison,3.3333333333333335,2.7568994221983676,48.97081573325238,6.963974503853629,0.0,0.0
77095,2022.0,1.0,3442.4050632911394,99.0,3,maison,4.2,2.7568994221983676,48.97081573325238,6.963974503853629,0.0,0.0
77095,2022.0,2.0,3244.2748091603053,121.5,4,maison,5.8999999999999995,2.7568994221983676,48.97081573325238,6.963974503853629,0.0,0.0
77095,2022.0,3.0,3195.4887218045114,89.0,5,maison,6.533333333333334,2.7568994221983676,48.97081573325238,6.963974503853629,0.0,0.0
77095,2022.0,4.0,3548.1927710843374,83.0,4,maison,6.966666666666666,2.7568994221983676,48.97081573325238,6.963974503853629,0.0,0.0
77095,2023.0,1.0,3385.4166666666665,96.0,1,maison,7.0,2.7568994221983676,48.97081573325238,6.963974503853629,0.0,0.0
77095,2023.0,2.0,4295.454545454545,44.0,1,appartement,6.066666666666666,2.7568994221983676,48.97081573325238,6.963974503853629,0.0,0.0
77095,2023.0,3.0,2393.308664816528,139.5,2,maison,5.5,2.7568994221983676,48.97081573325238,6.963974503853629,0.0,0.0
77095,2023.0,4.0,3586.4464285714284,280.0,9,local industriel. commercial ou assimilé,4.166666666666667,2.7568994221983676,48.97081573325238,6.963974503853629,0.0,0.0
77095,2024.0,1.0,2832.1428571428573,140.0,1,maison,3.0,2.7568994221983676,48.97081573325238,6.963974503853629,0.0,0.0
77095,2024.0,2.0,3330.5807622504535,97.5,4,maison,2.5,2.7568994221983676,48.97081573325238,6.963974503853629,0.0,0.0
77095,2024.0,3.0,4141.760752688172,86.5,2,maison,2.1,2.7568994221983676,48.97081573325238,6.963974503853629,0.0,0.0
77095,2024.0,4.0,4474.525,40.0,1,appartement,1.7,2.7568994221983676,48.97081573325238,6.963974503853629,0.0,0.0
77096,2020.0,1.0,4457.435344827586,58.0,6,appartement,1.3666666666666665,2.7223570612007535,48.48664091528961,1.9967922407147465,0.0,1.0
77096,2020.0,2.0,2904.191616766467,167.0,7,maison,0.3333333333333333,2.7223570612007535,48.48664091528961,1.9967922407147465,0.0,1.0
77096,2020.0,3.0,2707.1428571428573,82.0,5,maison,0.3666666666666667,2.7223570612007535,48.48664091528961,1.9967922407147465,0.0,1.0
77096,2020.0,4.0,3301.0,116.0,4,maison,0.10000000000000002,2.7223570612007535,48.48664091528961,1.9967922407147465,0.0,1.0
77096,2021.0,1.0,3859.853170478171,111.0,14,maison,1.0,2.7223570612007535,48.48664091528961,1.9967922407147465,0.0,1.0
